MMSI,BaseDateTime,LAT,LON,SOG,COG
123456789,2021-01-01 08:00:00,34.6,-77.0,12.0,75.0
123456789,2021-01-01 08:01:00,34.60087449045487,-76.99609512105563,12.0,74.78010431235798
123456789,2021-01-01 08:02:00,34.60165216420621,-76.99216008788687,12.0,76.49915882746379
123456789,2021-01-01 08:03:00,34.60253550601976,-76.98825807282695,12.0,74.6222645063846
123456789,2021-01-01 08:04:00,34.603301104677804,-76.984319467653,12.0,76.71266197652228
123456789,2021-01-01 08:05:00,34.60409730127218,-76.98037682751854,12.037327309071545,76.21500920251104
123456789,2021-01-01 08:06:00,34.604690668587104,-76.97638174006248,12.037327309071545,79.77128303613748
123456789,2021-01-01 08:07:00,34.60557736837315,-76.97246764812513,12.037327309071545,74.61141188354804
123456789,2021-01-01 08:08:00,34.60670438698501,-76.96864585418272,12.037327309071545,70.28847091094721
123456789,2021-01-01 08:09:00,34.607576976567856,-76.96472698926121,12.037327309071545,74.86220607646983
123456789,2021-01-01 08:10:00,34.60841278612149,-76.96079626668045,12.037327309071545,75.51455316413205
123456789,2021-01-01 08:11:00,34.60920512392984,-76.95685223651232,12.037327309071545,76.28312822861442
123456789,2021-01-01 08:12:00,34.610144516688905,-76.95295611845256,12.037327309071545,73.67212683107314
123456789,2021-01-01 08:13:00,34.611292684350396,-76.94914341846489,12.037327309071545,69.90278755548174
123456789,2021-01-01 08:14:00,34.6124006431495,-76.9453131433186,12.037327309071545,70.63525837499884
123456789,2021-01-01 08:15:00,34.61335405573394,-76.94142190608504,12.037327309071545,73.42146439594083
123456789,2021-01-01 08:16:00,34.614524006770694,-76.93761884762728,12.037327309071545,69.50454052927687
123456789,2021-01-01 08:17:00,34.61574629431624,-76.93384011607867,12.037327309071545,68.54342289140438
123456789,2021-01-01 08:18:00,34.61708784181781,-76.93012154288837,12.037327309071545,66.32882244337296
123456789,2021-01-01 08:19:00,34.61845596019237,-76.9264172308318,12.037327309071545,65.83040063108594
123456789,2021-01-01 08:20:00,34.62003831588805,-76.92284105303978,12.037327309071545,61.734746451953754
123456789,2021-01-01 08:21:00,34.62184106657381,-76.91942229679611,12.037327309071545,57.34956621897063
123456789,2021-01-01 08:22:00,34.623872850900476,-76.9151968557735,14.508031445343791,59.70155846821384
123456789,2021-01-01 08:23:00,34.62582114806866,-76.91091364107426,14.508031445343791,61.06783494768307
123456789,2021-01-01 08:24:00,34.62786504421504,-76.9066966322767,14.508031445343791,59.50178124815436
123456789,2021-01-01 08:25:00,34.63031063003668,-76.90280810445537,14.508031445343791,52.608822116579496
123456789,2021-01-01 08:26:00,34.632382765448114,-76.89861127072268,14.508031445343791,59.03438605163251
123456789,2021-01-01 08:27:00,34.63453602668623,-76.89447509168737,14.508031445343791,57.678629756477406
123456789,2021-01-01 08:28:00,34.636881847177456,-76.89049650257788,14.508031445343791,54.37475396462632
123456789,2021-01-01 08:29:00,34.63913849505894,-76.8864423276015,14.508031445343791,55.92074814932771
123456789,2021-01-01 08:30:00,34.64133067561521,-76.88233612226713,14.508031445343791,57.021009043895475
123456789,2021-01-01 08:31:00,34.643376353978404,-76.878119601599,14.508031445343791,59.47235006788987
123456789,2021-01-01 08:32:00,34.64528213094571,-76.87380721542527,14.508031445343791,61.756758106963204
123456789,2021-01-01 08:33:00,34.64728708694856,-76.86956169326744,14.508031445343791,60.14263626492454
123456789,2021-01-01 08:34:00,34.649198461203476,-76.86525276540767,14.508031445343791,61.66632610561582
123456789,2021-01-01 08:35:00,34.65114898776458,-76.86096974177869,14.508031445343791,61.03158824790887
123456789,2021-01-01 08:36:00,34.65323860306015,-76.85678467691604,14.508031445343791,58.74392418517044
123456789,2021-01-01 08:37:00,34.655461491496176,-76.85270223860064,14.508031445343791,56.4986641986526
123456789,2021-01-01 08:38:00,34.65763923072226,-76.84858388607921,14.508031445343791,57.265589884724704
123456789,2021-01-01 08:39:00,34.65984204625249,-76.84448518277729,14.508031445343791,56.84045950860651
123456789,2021-01-01 08:40:00,34.66176664800477,-76.84018431205611,14.508031445343791,61.452310537765165
123456789,2021-01-01 08:41:00,34.663754613545855,-76.83592615453249,14.508031445343791,60.42096529149869
123456789,2021-01-01 08:42:00,34.66574846541825,-76.83167196485716,14.508031445343791,60.32462572970246
123456789,2021-01-01 08:43:00,34.66788547410835,-76.82752168441225,14.508031445343791,57.951835249956744
123456789,2021-01-01 08:44:00,34.669904635042776,-76.82328496533339,14.508031445343791,59.90934155003065
123456789,2021-01-01 08:45:00,34.6709056042864,-76.82044300736939,9.159767783309437,66.81697340577635
123456789,2021-01-01 08:46:00,34.67191136225415,-76.8176035156703,9.159767783309437,66.69953504749564
123456789,2021-01-01 08:47:00,34.67276849721873,-76.81469280301357,9.159767783309437,70.29963533245639
123456789,2021-01-01 08:48:00,34.673309062485906,-76.81167177497397,9.159767783309437,77.72535140868767
123456789,2021-01-01 08:49:00,34.673986059681305,-76.80869165285849,9.159767783309437,74.55845246068971
123456789,2021-01-01 08:50:00,34.67474386905723,-76.8057404095194,9.159767783309437,72.66022226711159
123456789,2021-01-01 08:51:00,34.67550110863844,-76.80278892294096,9.159767783309437,72.67367268360938
123456789,2021-01-01 08:52:00,34.67632979030598,-76.79986592686397,9.159767783309437,70.97922937435774
123456789,2021-01-01 08:53:00,34.677205592100016,-76.79696328648252,9.159767783309437,69.85222028116175
123456789,2021-01-01 08:54:00,34.678145445678496,-76.7940903892505,9.159767783309437,68.30698252282612
123456789,2021-01-01 08:55:00,34.67925459504869,-76.79130816184323,9.159767783309437,64.13733058537044
123456789,2021-01-01 08:56:00,34.68048157410016,-76.78860003408816,9.159767783309437,61.147485928156996
123456789,2021-01-01 08:57:00,34.68173812485344,-76.78591199214841,9.159767783309437,60.38385524580532
123456789,2021-01-01 08:58:00,34.683129141503514,-76.78332368747485,9.159767783309437,56.833715908272595
123456789,2021-01-01 08:59:00,34.68469750707472,-76.7808898887213,9.159767783309437,51.9157153626723
123456789,2021-01-01 09:00:00,34.68616804497637,-76.77836733721608,9.159767783309437,54.665740824496616
123456789,2021-01-01 09:01:00,34.68775109742356,-76.77594755253325,9.159767783309437,51.49402943355849
123456789,2021-01-01 09:02:00,34.689181112573465,-76.77339068378667,9.159767783309437,55.777481873859095
123456789,2021-01-01 09:03:00,34.69069627871908,-76.77090736478,9.159767783309437,53.42337567359015
123456789,2021-01-01 09:04:00,34.692147101876046,-76.76836780236646,9.159767783309437,55.208486291211635
123456789,2021-01-01 09:05:00,34.69354938054824,-76.76578817572569,9.159767783309437,56.530022908513686
123456789,2021-01-01 09:06:00,34.6950026211976,-76.76325057117384,9.159767783309437,55.14212619653231
123456789,2021-01-01 09:07:00,34.69688042855487,-76.75967841398868,12.558053971898374,57.40672617109881
123456789,2021-01-01 09:08:00,34.698704592667944,-76.75606529010264,12.558053971898374,58.44722783996388
123456789,2021-01-01 09:09:00,34.700361455626975,-76.75233476435413,12.558053971898374,61.62168213535419
123456789,2021-01-01 09:10:00,34.70215137003297,-76.74869623527911,12.558053971898374,59.10551075124241
123456789,2021-01-01 09:11:00,34.70412735532978,-76.74520299654348,12.558053971898374,55.47015661713188
123456789,2021-01-01 09:12:00,34.70597232375784,-76.74160521850229,12.558053971898374,58.04509515951423
123456789,2021-01-01 09:13:00,34.70777954546976,-76.73797912284194,12.558053971898374,58.77343559767281
123456789,2021-01-01 09:14:00,34.70966518580606,-76.73441252402078,12.558053971898374,57.25378790581489
123456789,2021-01-01 09:15:00,34.71166531858345,-76.73093936228018,12.558053971898374,54.98699048231735
123456789,2021-01-01 09:16:00,34.7137311454216,-76.72752349549455,12.558053971898374,53.65773241714503
123456789,2021-01-01 09:17:00,34.71582638426199,-76.72374126298845,13.506018437029166,56.02311204948119
123456789,2021-01-01 09:18:00,34.717828766100126,-76.71988520955094,13.506018437029166,57.71772079145155
123456789,2021-01-01 09:19:00,34.7198809095241,-76.7160679797167,13.506018437029166,56.81366130699451
123456789,2021-01-01 09:20:00,34.72188095083201,-76.7122099397615,13.506018437029166,57.76001956712865
123456789,2021-01-01 09:21:00,34.72389069601645,-76.7083592780861,13.506018437029166,57.584519198490135
123456789,2021-01-01 09:22:00,34.72585854625489,-76.70447662459173,13.506018437029166,58.339810600584606
123456789,2021-01-01 09:23:00,34.727941700034044,-76.7006839693774,13.506018437029166,56.245535617717884
123456789,2021-01-01 09:24:00,34.73001124389548,-76.6968802039782,13.506018437029166,56.49533524622151
123456789,2021-01-01 09:25:00,34.73201259412991,-76.69302269619271,13.506018437029166,57.7363666776175
123456789,2021-01-01 09:26:00,34.73395254770197,-76.68911893274402,13.506018437029166,58.83934276611988
123456789,2021-01-01 09:27:00,34.735959353602844,-76.685265439863,13.506018437029166,57.63771382887713
123456789,2021-01-01 09:28:00,34.737934064644435,-76.68138738002087,13.506018437029166,58.21654695788046
123456789,2021-01-01 09:29:00,34.73971569037201,-76.67737314323406,13.506018437029166,61.62703429137147
123456789,2021-01-01 09:30:00,34.74140777795101,-76.6733018545659,13.506018437029166,63.171158543272625
123456789,2021-01-01 09:31:00,34.74310911313699,-76.66923619388791,13.506018437029166,63.01267461127141
123456789,2021-01-01 09:32:00,34.744308583485555,-76.66491342330595,13.506018437029166,71.34118237163814
123456789,2021-01-01 09:33:00,34.745348039471644,-76.66052964758127,13.506018437029166,73.9037479016371
123456789,2021-01-01 09:34:00,34.746633212788424,-76.65624339353353,13.506018437029166,69.95296433153405
123456789,2021-01-01 09:35:00,34.7481459356174,-76.65159963934164,14.786544249724052,68.37420522044889
123456789,2021-01-01 09:36:00,34.749392220332425,-76.64684001006889,14.786544249724052,72.32417578914963
123456789,2021-01-01 09:37:00,34.75064414309389,-76.64208250112912,14.786544249724052,72.24155618467928
123456789,2021-01-01 09:38:00,34.751929658980025,-76.63733820848354,14.786544249724052,71.74848543244751
123456789,2021-01-01 09:39:00,34.75286602517211,-76.63275199233108,13.987375257371816,76.04499066389317
123456789,2021-01-01 09:40:00,34.7536744741,-76.62812981941022,13.987375257371816,77.98223380013481
123456789,2021-01-01 09:41:00,34.75416605343407,-76.62344205426916,13.987375257371816,82.72651185633826
123456789,2021-01-01 09:42:00,34.75456757457822,-76.61874156978122,13.987375257371816,84.06436011210992
123456789,2021-01-01 09:43:00,34.75487475816085,-76.61403053877534,13.987375257371816,85.46231736354765
123456789,2021-01-01 09:44:00,34.755224460704696,-76.60932388372306,13.987375257371816,84.83262811285614
123456789,2021-01-01 09:45:00,34.755361481403426,-76.60460094564714,13.987375257371816,87.9776403934941
123456789,2021-01-01 09:46:00,34.75551586071782,-76.59987879311939,13.987375257371816,87.72130802123391
123456789,2021-01-01 09:47:00,34.75547057898966,-76.59515321615422,13.987375257371816,90.66821290721835
123456789,2021-01-01 09:48:00,34.755139234814024,-76.59075163484809,13.08206160123254,95.235110458073
123456789,2021-01-01 09:49:00,34.75454556919663,-76.58639109684766,13.08206160123254,99.40887368200065
123456789,2021-01-01 09:50:00,34.754057987227064,-76.5821562754985,12.656543104325008,97.97727969571145
123456789,2021-01-01 09:51:00,34.75342829554953,-76.57794934190802,12.656543104325008,100.32485891440349
123456789,2021-01-01 09:52:00,34.752698898454035,-76.5737663667534,12.656543104325008,101.98222448552521
123456789,2021-01-01 09:53:00,34.751652107896646,-76.56947367332131,13.253439173202755,106.53070789907682
123456789,2021-01-01 09:54:00,34.75058632624538,-76.56518796224901,13.253439173202755,106.83946804518266
123456789,2021-01-01 09:55:00,34.74952865749315,-76.56073647940981,13.715813776310243,106.12862012569384
123456789,2021-01-01 09:56:00,34.748317889821415,-76.55634321576045,13.715813776310243,108.54235856703312
123456789,2021-01-01 09:57:00,34.74733838236963,-76.55247439346601,11.98297171945631,107.12566830951633
123456789,2021-01-01 09:58:00,34.746452621050594,-76.54857228776625,11.98297171945631,105.4433613955072
123456789,2021-01-01 09:59:00,34.7456467442119,-76.54464466057706,11.98297171945631,104.02056025208047
123456789,2021-01-01 10:00:00,34.74465626985702,-76.54078010117198,11.98297171945631,107.32344069529265
123456789,2021-01-01 10:01:00,34.74356992285811,-76.53695393253788,11.98297171945631,109.06178517173097
123456789,2021-01-01 10:02:00,34.742584090360026,-76.53293951572022,12.402630977379843,106.63907797355171
123456789,2021-01-01 10:03:00,34.74164987452417,-76.52890690697548,12.402630977379843,105.74458548472538
123456789,2021-01-01 10:04:00,34.74072061447086,-76.52487264841895,12.402630977379843,105.65891461251086
123456789,2021-01-01 10:05:00,34.73978290746077,-76.52084133082018,12.402630977379843,105.80495927357919
123456789,2021-01-01 10:06:00,34.73908782937894,-76.51673793924196,12.402630977379843,101.64751865687101
123456789,2021-01-01 10:07:00,34.738608486054936,-76.51258911582798,12.402630977379843,98.00321151028753
123456789,2021-01-01 10:08:00,34.7382116412599,-76.50842743614511,12.402630977379843,96.61898704263864
